Entity,Code,Year,Annual CO2 emissions from gas (per capita)
Kuwait,KWT,2016,10.5122
Kuwait,KWT,2017,10.4299
Kuwait,KWT,2018,10.2641
Kuwait,KWT,2019,10.9964
Kuwait,KWT,2020,9.7055
Kyrgyzstan,KGZ,1921,0.0001
Kyrgyzstan,KGZ,1922,0.0001
Kyrgyzstan,KGZ,1923,0
Kyrgyzstan,KGZ,1924,0.0004
Kyrgyzstan,KGZ,1925,0.0006
Kyrgyzstan,KGZ,1926,0.0007
Kyrgyzstan,KGZ,1927,0.0008
Kyrgyzstan,KGZ,1928,0.0008
Kyrgyzstan,KGZ,1929,0.001
Kyrgyzstan,KGZ,1930,0.0012
Kyrgyzstan,KGZ,1931,0.002
Kyrgyzstan,KGZ,1932,0.0025
Kyrgyzstan,KGZ,1933,0.0029
Kyrgyzstan,KGZ,1934,0.0037
Kyrgyzstan,KGZ,1935,0.0043
Kyrgyzstan,KGZ,1936,0.0054
Kyrgyzstan,KGZ,1937,0.0057
Kyrgyzstan,KGZ,1938,0.0057
Kyrgyzstan,KGZ,1939,0.0056
Kyrgyzstan,KGZ,1940,0.0082
Kyrgyzstan,KGZ,1945,0.008
Kyrgyzstan,KGZ,1946,0.0091
Kyrgyzstan,KGZ,1947,0.011
Kyrgyzstan,KGZ,1948,0.012
Kyrgyzstan,KGZ,1949,0.0123
Kyrgyzstan,KGZ,1950,0.016
Kyrgyzstan,KGZ,1951,0.017
Kyrgyzstan,KGZ,1952,0.017
Kyrgyzstan,KGZ,1953,0.0179
Kyrgyzstan,KGZ,1954,0.0192
Kyrgyzstan,KGZ,1955,0.0225
Kyrgyzstan,KGZ,1956,0.0296
Kyrgyzstan,KGZ,1957,0.0453
Kyrgyzstan,KGZ,1958,0.0659
Kyrgyzstan,KGZ,1959,0.0818
Kyrgyzstan,KGZ,1960,0.1014
Kyrgyzstan,KGZ,1961,0.1282
Kyrgyzstan,KGZ,1962,0.155
Kyrgyzstan,KGZ,1963,0.1847
Kyrgyzstan,KGZ,1964,0.219
Kyrgyzstan,KGZ,1965,0.2467
Kyrgyzstan,KGZ,1966,0.2658
Kyrgyzstan,KGZ,1967,0.2827
Kyrgyzstan,KGZ,1968,0.2985
Kyrgyzstan,KGZ,1969,0.3112
Kyrgyzstan,KGZ,1970,0.2775
Kyrgyzstan,KGZ,1971,0.3066
Kyrgyzstan,KGZ,1972,0.3154
Kyrgyzstan,KGZ,1973,0.3265
Kyrgyzstan,KGZ,1974,0.3394
Kyrgyzstan,KGZ,1975,0.3645
Kyrgyzstan,KGZ,1976,0.3961
Kyrgyzstan,KGZ,1977,0.4187
Kyrgyzstan,KGZ,1978,0.4312
Kyrgyzstan,KGZ,1979,0.4553
Kyrgyzstan,KGZ,1980,0.4671
Kyrgyzstan,KGZ,1981,0.4959
Kyrgyzstan,KGZ,1982,0.518
Kyrgyzstan,KGZ,1983,0.5501
Kyrgyzstan,KGZ,1984,0.5913
Kyrgyzstan,KGZ,1985,0.6409
Kyrgyzstan,KGZ,1986,0.5754
Kyrgyzstan,KGZ,1987,0.6751
Kyrgyzstan,KGZ,1988,0.8832
Kyrgyzstan,KGZ,1989,0.9464
Kyrgyzstan,KGZ,1990,0.8489
Kyrgyzstan,KGZ,1991,0.6958
Kyrgyzstan,KGZ,1992,0.6902
Kyrgyzstan,KGZ,1993,0.5164
Kyrgyzstan,KGZ,1994,0.3797
Kyrgyzstan,KGZ,1995,0.3787
Kyrgyzstan,KGZ,1996,0.4369
Kyrgyzstan,KGZ,1997,0.3535
Kyrgyzstan,KGZ,1998,0.408
Kyrgyzstan,KGZ,1999,0.2367
Kyrgyzstan,KGZ,2000,0.2666
Kyrgyzstan,KGZ,2001,0.2705
Kyrgyzstan,KGZ,2002,0.3406
Kyrgyzstan,KGZ,2003,0.2799
Kyrgyzstan,KGZ,2004,0.3039
Kyrgyzstan,KGZ,2005,0.2787
Kyrgyzstan,KGZ,2006,0.2883
Kyrgyzstan,KGZ,2007,0.2841
Kyrgyzstan,KGZ,2008,0.2721
Kyrgyzstan,KGZ,2009,0.1168
Kyrgyzstan,KGZ,2010,0.1041
Kyrgyzstan,KGZ,2011,0.1155
Kyrgyzstan,KGZ,2012,0.1453
Kyrgyzstan,KGZ,2013,0.1093
Kyrgyzstan,KGZ,2014,0.0884
Kyrgyzstan,KGZ,2015,0.0879
Kyrgyzstan,KGZ,2016,0.0899
Kyrgyzstan,KGZ,2017,0.0935
Kyrgyzstan,KGZ,2018,0.1017
Kyrgyzstan,KGZ,2019,0.0946
Kyrgyzstan,KGZ,2020,0.1024
Latvia,LVA,1921,0.0001
Latvia,LVA,1922,0.0001
Latvia,LVA,1923,0.0001
Latvia,LVA,1924,0.0005
Latvia,LVA,1925,0.0009
Latvia,LVA,1926,0.0011
Latvia,LVA,1927,0.0012
Latvia,LVA,1928,0.0014
Latvia,LVA,1929,0.0016
Latvia,LVA,1930,0.0017
Latvia,LVA,1931,0.0028
Latvia,LVA,1932,0.0037
Latvia,LVA,1933,0.0047
Latvia,LVA,1934,0.0062
Latvia,LVA,1935,0.0076
Latvia,LVA,1936,0.0097
Latvia,LVA,1937,0.0102
Latvia,LVA,1938,0.0102
Latvia,LVA,1939,0.0102
Latvia,LVA,1940,0.0164
Latvia,LVA,1945,0.0184
Latvia,LVA,1946,0.0209
Latvia,LVA,1947,0.0255
Latvia,LVA,1948,0.0276
Latvia,LVA,1949,0.0281
Latvia,LVA,1950,0.037
Latvia,LVA,1951,0.04
Latvia,LVA,1952,0.0394
Latvia,LVA,1953,0.0411
Latvia,LVA,1954,0.0441
Latvia,LVA,1955,0.0515
Latvia,LVA,1956,0.0665
Latvia,LVA,1957,0.1004
Latvia,LVA,1958,0.1431
Latvia,LVA,1959,0.1754
Latvia,LVA,1960,0.2135
Latvia,LVA,1961,0.2645
Latvia,LVA,1962,0.3116
Latvia,LVA,1963,0.3708
Latvia,LVA,1964,0.4414
Latvia,LVA,1965,0.5017
Latvia,LVA,1966,0.5452
Latvia,LVA,1967,0.5754
Latvia,LVA,1968,0.6032
Latvia,LVA,1969,0.6282
Latvia,LVA,1970,0.5676
Latvia,LVA,1971,0.6327
Latvia,LVA,1972,0.6473
Latvia,LVA,1973,0.6656
Latvia,LVA,1974,0.6861
Latvia,LVA,1975,0.7404
Latvia,LVA,1976,0.8152
Latvia,LVA,1977,0.8683
Latvia,LVA,1978,0.8862
Latvia,LVA,1979,0.9405
Latvia,LVA,1980,0.9874
Latvia,LVA,1981,1.0304
Latvia,LVA,1982,1.0946
Latvia,LVA,1983,1.1777
Latvia,LVA,1984,1.289
Latvia,LVA,1985,1.4629
Latvia,LVA,1986,1.422
Latvia,LVA,1987,1.6099
Latvia,LVA,1988,1.7406
Latvia,LVA,1989,1.7039
Latvia,LVA,1990,2.0617
Latvia,LVA,1991,2.0591
Latvia,LVA,1992,1.5174
Latvia,LVA,1993,1.0044
Latvia,LVA,1994,0.7369
Latvia,LVA,1995,0.9157
Latvia,LVA,1996,0.7974
Latvia,LVA,1997,0.9854
Latvia,LVA,1998,0.9751
Latvia,LVA,1999,0.9404
Latvia,LVA,2000,1.0504
Latvia,LVA,2001,1.2319
Latvia,LVA,2002,1.2772
Latvia,LVA,2003,1.3408
Latvia,LVA,2004,1.3479
Latvia,LVA,2005,1.3996
Latvia,LVA,2006,1.4658
Latvia,LVA,2007,1.4316
Latvia,LVA,2008,1.4208
Latvia,LVA,2009,1.3181
Latvia,LVA,2010,1.6013
Latvia,LVA,2011,1.4211
Latvia,LVA,2012,1.3497
Latvia,LVA,2013,1.3344
Latvia,LVA,2014,1.2113
Latvia,LVA,2015,1.2544
Latvia,LVA,2016,1.3206
Latvia,LVA,2017,1.1785
Latvia,LVA,2018,1.402
Latvia,LVA,2019,1.3365
Latvia,LVA,2020,1.1052
Lebanon,LBN,2009,0.0198
Lebanon,LBN,2010,0.0976
Libya,LBY,1978,0.5018
Libya,LBY,1979,0.7548
Libya,LBY,1980,0.7203
Libya,LBY,1981,1.0025
Libya,LBY,1982,0.399
Libya,LBY,1983,1.0319
Libya,LBY,1984,1.4992
Libya,LBY,1985,1.6259
Libya,LBY,1986,2.2151
Libya,LBY,1987,1.932
Libya,LBY,1988,1.977
Libya,LBY,1989,2.4698
Libya,LBY,1990,2.09
Libya,LBY,1991,2.0406
Libya,LBY,1992,1.9813
Libya,LBY,1993,1.871
Libya,LBY,1994,1.8905
Libya,LBY,1995,1.8316
Libya,LBY,1996,1.9374
Libya,LBY,1997,1.9908
Libya,LBY,1998,1.9606
Libya,LBY,1999,1.5022
Libya,LBY,2000,1.7725
Libya,LBY,2001,1.8511
Libya,LBY,2002,1.886
Libya,LBY,2003,1.8794
Libya,LBY,2004,2.2529
Libya,LBY,2005,1.9037
Libya,LBY,2006,2.0471
Libya,LBY,2007,2.0262
Libya,LBY,2008,2.0756
Libya,LBY,2009,1.8314
Libya,LBY,2010,2.1295
Libya,LBY,2011,1.6275
Libya,LBY,2012,1.7038
Libya,LBY,2013,2.0999
Libya,LBY,2014,2.9424
Libya,LBY,2015,2.4416
Libya,LBY,2016,3.1012
Libya,LBY,2017,2.7581
Libya,LBY,2018,2.6255
Libya,LBY,2019,2.6316
Libya,LBY,2020,2.6482
Liechtenstein,LIE,1990,0.8888
Liechtenstein,LIE,1991,1.0643
Liechtenstein,LIE,1992,1.1767
Liechtenstein,LIE,1993,1.2515
Liechtenstein,LIE,1994,1.2534
Liechtenstein,LIE,1995,1.3491
Liechtenstein,LIE,1996,1.5197
Liechtenstein,LIE,1997,1.4518
Liechtenstein,LIE,1998,1.5765
Liechtenstein,LIE,1999,1.6721
Liechtenstein,LIE,2000,1.625
Liechtenstein,LIE,2001,1.7789
Liechtenstein,LIE,2002,1.8042
Liechtenstein,LIE,2003,1.9138
Liechtenstein,LIE,2004,2.0058
Liechtenstein,LIE,2005,2.0766
Liechtenstein,LIE,2006,2.0997
Liechtenstein,LIE,2007,2.0063
Liechtenstein,LIE,2008,2.0533
Liechtenstein,LIE,2009,1.6101
Liechtenstein,LIE,2010,1.6824
Liechtenstein,LIE,2011,1.4757
Liechtenstein,LIE,2012,1.4885
Liechtenstein,LIE,2013,1.5651
Liechtenstein,LIE,2014,1.2912
Liechtenstein,LIE,2015,1.3694
Liechtenstein,LIE,2016,1.3537
Liechtenstein,LIE,2017,1.4147
Liechtenstein,LIE,2018,1.3096
Liechtenstein,LIE,2019,1.3229
Liechtenstein,LIE,2020,1.3073
Lithuania,LTU,1921,0.0002
Lithuania,LTU,1922,0.0001
Lithuania,LTU,1923,0.0001
Lithuania,LTU,1924,0.0009
Lithuania,LTU,1925,0.0014
Lithuania,LTU,1926,0.002
Lithuania,LTU,1927,0.0021
Lithuania,LTU,1928,0.0024
Lithuania,LTU,1929,0.0027
Lithuania,LTU,1930,0.0027
Lithuania,LTU,1931,0.0045
Lithuania,LTU,1932,0.0061
Lithuania,LTU,1933,0.0078
Lithuania,LTU,1934,0.0105
Lithuania,LTU,1935,0.0129
Lithuania,LTU,1936,0.0166
Lithuania,LTU,1937,0.0173
Lithuania,LTU,1938,0.0174
Lithuania,LTU,1939,0.0175
Lithuania,LTU,1940,0.0281
Lithuania,LTU,1945,0.0316
Lithuania,LTU,1946,0.0354
Lithuania,LTU,1947,0.0429
Lithuania,LTU,1948,0.0459
Lithuania,LTU,1949,0.0465
Lithuania,LTU,1950,0.0608
Lithuania,LTU,1951,0.0658
Lithuania,LTU,1952,0.0648
Lithuania,LTU,1953,0.0675
Lithuania,LTU,1954,0.0724
Lithuania,LTU,1955,0.0845
Lithuania,LTU,1956,0.1088
Lithuania,LTU,1957,0.1636
Lithuania,LTU,1958,0.2315
Lithuania,LTU,1959,0.2822
Lithuania,LTU,1960,0.3405
Lithuania,LTU,1961,0.4176
Lithuania,LTU,1962,0.487
Lithuania,LTU,1963,0.5761
Lithuania,LTU,1964,0.6813
Lithuania,LTU,1965,0.7696
Lithuania,LTU,1966,0.8321
Lithuania,LTU,1967,0.874
Lithuania,LTU,1968,0.912
Lithuania,LTU,1969,0.9469
Lithuania,LTU,1970,0.8571
Lithuania,LTU,1971,0.9411
Lithuania,LTU,1972,0.9614
Lithuania,LTU,1973,0.9836
Lithuania,LTU,1974,1.0088
Lithuania,LTU,1975,1.0828
Lithuania,LTU,1976,1.1854
Lithuania,LTU,1977,1.2558
Lithuania,LTU,1978,1.2758
Lithuania,LTU,1979,1.355
Lithuania,LTU,1980,1.4184
Lithuania,LTU,1981,1.4673
Lithuania,LTU,1982,1.5524
Lithuania,LTU,1983,1.6602
Lithuania,LTU,1984,1.8062
Lithuania,LTU,1985,2.0484
Lithuania,LTU,1986,1.9069
Lithuania,LTU,1987,2.1685
Lithuania,LTU,1988,2.2702
Lithuania,LTU,1989,2.3555
Lithuania,LTU,1990,2.8634
Lithuania,LTU,1991,2.9525
Lithuania,LTU,1992,1.7055
Lithuania,LTU,1993,0.9301
Lithuania,LTU,1994,1.0903
Lithuania,LTU,1995,1.2589
Lithuania,LTU,1996,1.3671
Lithuania,LTU,1997,1.2704
Lithuania,LTU,1998,1.1253
Lithuania,LTU,1999,1.1423
Lithuania,LTU,2000,1.2936
Lithuania,LTU,2001,1.3364
Lithuania,LTU,2002,1.3756
Lithuania,LTU,2003,1.5016
Lithuania,LTU,2004,1.5313
Lithuania,LTU,2005,1.6603
Lithuania,LTU,2006,1.6702
Lithuania,LTU,2007,2.0103
Lithuania,LTU,2008,1.8165
Lithuania,LTU,2009,1.5538
Lithuania,LTU,2010,1.813
Lithuania,LTU,2011,1.9979
Lithuania,LTU,2012,1.9495
Lithuania,LTU,2013,1.6333
Lithuania,LTU,2014,1.5598
Lithuania,LTU,2015,1.5856
Lithuania,LTU,2016,1.4357
Lithuania,LTU,2017,1.5037
Lithuania,LTU,2018,1.4097
Lithuania,LTU,2019,1.4789
Lithuania,LTU,2020,1.6405
Luxembourg,LUX,1966,0.0331
Luxembourg,LUX,1967,0.0219
Luxembourg,LUX,1968,0.0327
Luxembourg,LUX,1969,0.0543
Luxembourg,LUX,1970,0.1402
Luxembourg,LUX,1971,0.182
Luxembourg,LUX,1972,0.775
Luxembourg,LUX,1973,1.4413
Luxembourg,LUX,1974,1.9093
Luxembourg,LUX,1975,2.2151
Luxembourg,LUX,1976,2.5176
Luxembourg,LUX,1977,2.6335
Luxembourg,LUX,1978,2.8818
Luxembourg,LUX,1979,2.9793
Luxembourg,LUX,1980,2.6671
Luxembourg,LUX,1981,2.0382
Luxembourg,LUX,1982,1.7061
Luxembourg,LUX,1983,1.6249
Luxembourg,LUX,1984,1.7429
Luxembourg,LUX,1985,1.8875
Luxembourg,LUX,1986,1.8784
Luxembourg,LUX,1987,2.1139
Luxembourg,LUX,1988,2.1733
Luxembourg,LUX,1989,2.4542
Luxembourg,LUX,1990,2.7131
Luxembourg,LUX,1991,2.7805
Luxembourg,LUX,1992,2.8655
Luxembourg,LUX,1993,2.9247
Luxembourg,LUX,1994,2.9161
Luxembourg,LUX,1995,3.29
Luxembourg,LUX,1996,3.5302
Luxembourg,LUX,1997,3.5511
Luxembourg,LUX,1998,3.5114
Luxembourg,LUX,1999,3.5858
Luxembourg,LUX,2000,3.69
Luxembourg,LUX,2001,4.0448
Luxembourg,LUX,2002,5.7245
Luxembourg,LUX,2003,5.758
Luxembourg,LUX,2004,6.3283
Luxembourg,LUX,2005,6.1785
Luxembourg,LUX,2006,6.353
Luxembourg,LUX,2007,5.75
Luxembourg,LUX,2008,5.3436
Luxembourg,LUX,2009,5.3538
Luxembourg,LUX,2010,5.5951
Luxembourg,LUX,2011,4.7446
Luxembourg,LUX,2012,4.7087
Luxembourg,LUX,2013,3.8951
Luxembourg,LUX,2014,3.6146
Luxembourg,LUX,2015,3.2263
Luxembourg,LUX,2016,2.8999
Luxembourg,LUX,2017,2.8004
Luxembourg,LUX,2018,2.6625
Luxembourg,LUX,2019,2.6115
Luxembourg,LUX,2020,2.3666
Macao,MAC,2008,0.3068
Macao,MAC,2009,0.3411
Macao,MAC,2010,0.5531
Macao,MAC,2011,0.2594
Macao,MAC,2014,0.192
Macao,MAC,2015,0.0061
Macao,MAC,2016,0.0299
Macao,MAC,2017,0.5414
Macao,MAC,2018,0.2842
Macao,MAC,2019,0.2926
Macao,MAC,2020,0.2964
Malaysia,MYS,1950,0.0183
Malaysia,MYS,1951,0.0166
Malaysia,MYS,1952,0.0157
Malaysia,MYS,1953,0.0173
Malaysia,MYS,1954,0.0159
Malaysia,MYS,1955,0.0218
Malaysia,MYS,1956,0.0211
Malaysia,MYS,1957,0.0186
Malaysia,MYS,1958,0.0176
Malaysia,MYS,1959,0.0176
Malaysia,MYS,1960,0.018
Malaysia,MYS,1961,0.0157
Malaysia,MYS,1962,0.0156
Malaysia,MYS,1963,0.0118
Malaysia,MYS,1964,0.0107
Malaysia,MYS,1965,0.0104
Malaysia,MYS,1966,0.0116
Malaysia,MYS,1967,0.0139
Malaysia,MYS,1968,0.0132
Malaysia,MYS,1969,0.0188
Malaysia,MYS,1970,0.0041
Malaysia,MYS,1971,0.0149
Malaysia,MYS,1972,0.0201
Malaysia,MYS,1973,0.0196
Malaysia,MYS,1974,0.0401
Malaysia,MYS,1975,0.0473
Malaysia,MYS,1976,0.0547
Malaysia,MYS,1977,0.049
Malaysia,MYS,1978,0.0081
Malaysia,MYS,1979,0.0087
Malaysia,MYS,1980,0.0101
Malaysia,MYS,1981,0.0109
Malaysia,MYS,1982,0.0116
Malaysia,MYS,1983,0.0499
Malaysia,MYS,1984,0.1083
Malaysia,MYS,1985,0.217
Malaysia,MYS,1986,0.4072
Malaysia,MYS,1987,0.4646
Malaysia,MYS,1988,0.3786
Malaysia,MYS,1989,0.3932
Malaysia,MYS,1990,0.3792
Malaysia,MYS,1991,0.7178
Malaysia,MYS,1992,0.8422
Malaysia,MYS,1993,1.1305
Malaysia,MYS,1994,1.1208
Malaysia,MYS,1995,2.0504
Malaysia,MYS,1996,1.7248
Malaysia,MYS,1997,1.6437
Malaysia,MYS,1998,1.6252
Malaysia,MYS,1999,1.6751
Malaysia,MYS,2000,2.1415
Malaysia,MYS,2001,2.0491
Malaysia,MYS,2002,2.0251
Malaysia,MYS,2003,2.5054
Malaysia,MYS,2004,2.3508
Malaysia,MYS,2005,2.4943
Malaysia,MYS,2006,2.6542
Malaysia,MYS,2007,2.449
Malaysia,MYS,2008,2.6668
Malaysia,MYS,2009,2.3596
Malaysia,MYS,2010,2.1557
Malaysia,MYS,2011,2.2612
Malaysia,MYS,2012,2.2805
Malaysia,MYS,2013,2.7919
Malaysia,MYS,2014,2.7644
Malaysia,MYS,2015,2.5507
Malaysia,MYS,2016,2.3962
Malaysia,MYS,2017,2.2642
Malaysia,MYS,2018,2.6726
Malaysia,MYS,2019,2.6385
Malaysia,MYS,2020,2.2231
Malta,MLT,1990,0.0002
Malta,MLT,1991,0.0003
Malta,MLT,1992,0.0002
Malta,MLT,1993,0.0002
Malta,MLT,1994,0.0002
Malta,MLT,1995,0.0002
Malta,MLT,1996,0.0001
Malta,MLT,1997,0.0002
Malta,MLT,1998,0.0002
Malta,MLT,1999,0.0001
Malta,MLT,2000,0.0001
Malta,MLT,2001,0.0002
Malta,MLT,2002,0.0001
Malta,MLT,2003,0.0001
Malta,MLT,2004,0.0001
Malta,MLT,2005,0.0002
Malta,MLT,2006,0.0001
Malta,MLT,2007,0.0001
Malta,MLT,2008,0
Malta,MLT,2009,0.0001
Malta,MLT,2010,0.0001
Malta,MLT,2011,0.0001
Malta,MLT,2012,0
Malta,MLT,2013,0
Malta,MLT,2014,0.0001
Malta,MLT,2015,0.0001
Malta,MLT,2016,0
Malta,MLT,2017,1.2612
Malta,MLT,2018,1.5498
Malta,MLT,2019,1.6081
Malta,MLT,2020,1.5899
Mexico,MEX,1925,0.0175
Mexico,MEX,1929,0.0242
Mexico,MEX,1930,0.0332
Mexico,MEX,1931,0.0282
Mexico,MEX,1932,0.0271
Mexico,MEX,1933,0.0324
Mexico,MEX,1934,0.0353
Mexico,MEX,1935,0.0604
Mexico,MEX,1936,0.07
Mexico,MEX,1937,0.0942
Mexico,MEX,1938,0.1053
Mexico,MEX,1939,0.0998
Mexico,MEX,1940,0.1036
Mexico,MEX,1941,0.0848
Mexico,MEX,1942,0.0781
Mexico,MEX,1943,0.0607
Mexico,MEX,1944,0.0585
Mexico,MEX,1945,0.0591
Mexico,MEX,1946,0.073
Mexico,MEX,1947,0.0862
Mexico,MEX,1948,0.0875
Mexico,MEX,1949,0.0862
Mexico,MEX,1950,0.0549
Mexico,MEX,1951,0.0577
Mexico,MEX,1952,0.0656
Mexico,MEX,1953,0.0678
Mexico,MEX,1954,0.0703
Mexico,MEX,1955,0.072
Mexico,MEX,1956,0.0743
Mexico,MEX,1957,0.0766
Mexico,MEX,1958,0.1292
Mexico,MEX,1959,0.1406
Mexico,MEX,1960,0.1689
Mexico,MEX,1961,0.2062
Mexico,MEX,1962,0.2948
Mexico,MEX,1963,0.2812
Mexico,MEX,1964,0.3145
Mexico,MEX,1965,0.3573
Mexico,MEX,1966,0.3737
Mexico,MEX,1967,0.422
Mexico,MEX,1968,0.4094
Mexico,MEX,1969,0.3923
Mexico,MEX,1970,0.4002
Mexico,MEX,1971,0.3784
Mexico,MEX,1972,0.3941
Mexico,MEX,1973,0.4265
Mexico,MEX,1974,0.4329
Mexico,MEX,1975,0.4315
Mexico,MEX,1976,0.4112
Mexico,MEX,1977,0.4215
Mexico,MEX,1978,0.5195
Mexico,MEX,1979,0.6183
Mexico,MEX,1980,0.6463
Mexico,MEX,1981,0.6816
Mexico,MEX,1982,0.7296
Mexico,MEX,1983,0.7138
Mexico,MEX,1984,0.7054
Mexico,MEX,1985,0.7183
Mexico,MEX,1986,0.6242
Mexico,MEX,1987,0.6202
Mexico,MEX,1988,0.6143
Mexico,MEX,1989,0.6225
Mexico,MEX,1990,0.6305
Mexico,MEX,1991,0.6463
Mexico,MEX,1992,0.6387
Mexico,MEX,1993,0.6213
Mexico,MEX,1994,0.6311
Mexico,MEX,1995,0.621
Mexico,MEX,1996,0.6736
Mexico,MEX,1997,0.6952
Mexico,MEX,1998,0.7401
Mexico,MEX,1999,0.716
Mexico,MEX,2000,0.821
Mexico,MEX,2001,0.8264
Mexico,MEX,2002,0.9064
Mexico,MEX,2003,0.9886
Mexico,MEX,2004,1.0108
Mexico,MEX,2005,0.9954
Mexico,MEX,2006,1.0965
Mexico,MEX,2007,1.0742
Mexico,MEX,2008,1.07
Mexico,MEX,2009,1.0975
Mexico,MEX,2010,1.0879
Mexico,MEX,2011,1.1297
Mexico,MEX,2012,1.1573
Mexico,MEX,2013,1.1973
Mexico,MEX,2014,1.1508
Mexico,MEX,2015,1.2143
Mexico,MEX,2016,1.228
Mexico,MEX,2017,1.1481
Mexico,MEX,2018,1.1822
Mexico,MEX,2019,1.1745
Mexico,MEX,2020,1.14
Moldova,MDA,1921,0.0001
Moldova,MDA,1922,0.0001
Moldova,MDA,1923,0.0001
Moldova,MDA,1924,0.0007
Moldova,MDA,1925,0.0012
Moldova,MDA,1926,0.0015
Moldova,MDA,1927,0.0016
Moldova,MDA,1928,0.0018
Moldova,MDA,1929,0.0021
Moldova,MDA,1930,0.0024
Moldova,MDA,1931,0.0038
Moldova,MDA,1932,0.0049
Moldova,MDA,1933,0.0059
Moldova,MDA,1934,0.0078
Moldova,MDA,1935,0.0093
Moldova,MDA,1936,0.0116
Moldova,MDA,1937,0.0122
Moldova,MDA,1938,0.0122
Moldova,MDA,1939,0.0121
Moldova,MDA,1940,0.0183
Moldova,MDA,1945,0.0187
Moldova,MDA,1946,0.0211
Moldova,MDA,1947,0.0255
Moldova,MDA,1948,0.0277
Moldova,MDA,1949,0.0281
Moldova,MDA,1950,0.0365
Moldova,MDA,1951,0.0388
Moldova,MDA,1952,0.0382
Moldova,MDA,1953,0.0396
Moldova,MDA,1954,0.042
Moldova,MDA,1955,0.0486
Moldova,MDA,1956,0.0628
Moldova,MDA,1957,0.0944
Moldova,MDA,1958,0.1349
Moldova,MDA,1959,0.1654
Moldova,MDA,1960,0.2023
Moldova,MDA,1961,0.2527
Moldova,MDA,1962,0.3012
Moldova,MDA,1963,0.3592
Moldova,MDA,1964,0.4277
Moldova,MDA,1965,0.4857
Moldova,MDA,1966,0.5275
Moldova,MDA,1967,0.5606
Moldova,MDA,1968,0.5913
Moldova,MDA,1969,0.6176
Moldova,MDA,1970,0.5561
Moldova,MDA,1971,0.6198
Moldova,MDA,1972,0.635
Moldova,MDA,1973,0.6544
Moldova,MDA,1974,0.6765
Moldova,MDA,1975,0.7286
Moldova,MDA,1976,0.7984
Moldova,MDA,1977,0.8488
Moldova,MDA,1978,0.8705
Moldova,MDA,1979,0.9211
Moldova,MDA,1980,0.959
Moldova,MDA,1981,1.0076
Moldova,MDA,1982,1.0628
Moldova,MDA,1983,1.1374
Moldova,MDA,1984,1.2368
Moldova,MDA,1985,1.3812
Moldova,MDA,1986,1.2541
Moldova,MDA,1987,1.4888
Moldova,MDA,1988,1.9709
Moldova,MDA,1989,2.1356
Moldova,MDA,1990,1.9348
Moldova,MDA,1991,1.5994
Moldova,MDA,1992,1.5981
Moldova,MDA,1993,1.1936
Moldova,MDA,1994,1.1525
Moldova,MDA,1995,1.3498
Moldova,MDA,1996,1.5526
Moldova,MDA,1997,0.8086
Moldova,MDA,1998,0.7333
Moldova,MDA,1999,0.617
Moldova,MDA,2000,0.4167
Moldova,MDA,2001,0.4585
Moldova,MDA,2002,0.4604
Moldova,MDA,2003,0.4925
Moldova,MDA,2004,0.5046
Moldova,MDA,2005,0.5686
Moldova,MDA,2006,0.5691
Moldova,MDA,2007,0.527
Moldova,MDA,2008,0.4962
Moldova,MDA,2009,0.4578
Moldova,MDA,2010,0.4851
Moldova,MDA,2011,0.4698
Moldova,MDA,2012,0.4477
Moldova,MDA,2013,0.4226
Moldova,MDA,2014,0.43
Moldova,MDA,2015,0.4128
Moldova,MDA,2016,0.4248
Moldova,MDA,2017,0.4251
Moldova,MDA,2018,0.4633
Moldova,MDA,2019,0.4392
Moldova,MDA,2020,0.4843
Morocco,MAR,1953,0.0007
Morocco,MAR,1954,0.0014
Morocco,MAR,1955,0.0014
Morocco,MAR,1956,0.0013
Morocco,MAR,1957,0.0007
Morocco,MAR,1958,0.0003
Morocco,MAR,1959,0.0006
Morocco,MAR,1960,0.0015
Morocco,MAR,1961,0.0014
Morocco,MAR,1962,0.0014
Morocco,MAR,1963,0.0016
Morocco,MAR,1964,0.0016
Morocco,MAR,1965,0.0015
Morocco,MAR,1966,0.0018
Morocco,MAR,1967,0.0015
Morocco,MAR,1968,0.0014
Morocco,MAR,1969,0.0051
Morocco,MAR,1970,0.0057
Morocco,MAR,1971,0.006
Morocco,MAR,1972,0.0064
Morocco,MAR,1973,0.008
Morocco,MAR,1974,0.0069
Morocco,MAR,1975,0.0082
Morocco,MAR,1976,0.0091
Morocco,MAR,1977,0.0071
Morocco,MAR,1978,0.0085
Morocco,MAR,1979,0.0073
Morocco,MAR,1980,0.0064
Morocco,MAR,1981,0.0089
Morocco,MAR,1982,0.0072
Morocco,MAR,1983,0.0075
Morocco,MAR,1984,0.0073
Morocco,MAR,1985,0.0073
Morocco,MAR,1986,0.0077
Morocco,MAR,1987,0.0061
Morocco,MAR,1988,0.0067
Morocco,MAR,1989,0.0048
Morocco,MAR,1990,0.0044
Morocco,MAR,1991,0.0029
Morocco,MAR,1992,0.0019
Morocco,MAR,1993,0.0018
Morocco,MAR,1994,0.0017
Morocco,MAR,1995,0.001
Morocco,MAR,1996,0.0012
Morocco,MAR,1997,0.0024
Morocco,MAR,1998,0.0023
Morocco,MAR,1999,0.0027
Morocco,MAR,2000,0.0031
Morocco,MAR,2001,0.0029
