Entity,Code,Year,Annual CO2 emissions from coal (per capita)
Kyrgyzstan,KGZ,1995,0.2728
Kyrgyzstan,KGZ,1996,0.4005
Kyrgyzstan,KGZ,1997,0.4127
Kyrgyzstan,KGZ,1998,0.4049
Kyrgyzstan,KGZ,1999,0.3942
Kyrgyzstan,KGZ,2000,0.379
Kyrgyzstan,KGZ,2001,0.2476
Kyrgyzstan,KGZ,2002,0.3979
Kyrgyzstan,KGZ,2003,0.4801
Kyrgyzstan,KGZ,2004,0.469
Kyrgyzstan,KGZ,2005,0.457
Kyrgyzstan,KGZ,2006,0.4343
Kyrgyzstan,KGZ,2007,0.4445
Kyrgyzstan,KGZ,2008,0.6076
Kyrgyzstan,KGZ,2009,0.5158
Kyrgyzstan,KGZ,2010,0.4946
Kyrgyzstan,KGZ,2011,0.5193
Kyrgyzstan,KGZ,2012,0.7143
Kyrgyzstan,KGZ,2013,0.624
Kyrgyzstan,KGZ,2014,0.7705
Kyrgyzstan,KGZ,2015,0.728
Kyrgyzstan,KGZ,2016,0.573
Kyrgyzstan,KGZ,2017,0.5476
Kyrgyzstan,KGZ,2018,0.6411
Kyrgyzstan,KGZ,2019,0.5845
Kyrgyzstan,KGZ,2020,0.7369
Laos,LAO,1987,0.0009
Laos,LAO,1988,0.0009
Laos,LAO,1989,0.0009
Laos,LAO,1990,0.0009
Laos,LAO,1991,0.0008
Laos,LAO,1992,0.0016
Laos,LAO,1993,0.0032
Laos,LAO,1994,0.0039
Laos,LAO,1995,0.0045
Laos,LAO,1996,0.0103
Laos,LAO,1997,0.0189
Laos,LAO,1998,0.0135
Laos,LAO,1999,0.0028
Laos,LAO,2000,0.0076
Laos,LAO,2001,0.0095
Laos,LAO,2002,0.0147
Laos,LAO,2003,0.0183
Laos,LAO,2004,0.0214
Laos,LAO,2005,0.0236
Laos,LAO,2006,0.032
Laos,LAO,2007,0.0358
Laos,LAO,2008,0.0491
Laos,LAO,2009,0.0573
Laos,LAO,2010,0.102
Laos,LAO,2011,0.1183
Laos,LAO,2012,0.1217
Laos,LAO,2013,0.1736
Laos,LAO,2014,0.1792
Laos,LAO,2015,0.7642
Laos,LAO,2016,1.5457
Laos,LAO,2017,2.0372
Laos,LAO,2018,2.117
Laos,LAO,2019,4.0816
Laos,LAO,2020,4.0098
Latvia,LVA,1830,0.0002
Latvia,LVA,1831,0.0002
Latvia,LVA,1832,0.0001
Latvia,LVA,1833,0.0002
Latvia,LVA,1850,0.0008
Latvia,LVA,1855,0.0022
Latvia,LVA,1858,0.0029
Latvia,LVA,1859,0.0031
Latvia,LVA,1860,0.0036
Latvia,LVA,1861,0.0046
Latvia,LVA,1862,0.0041
Latvia,LVA,1863,0.004
Latvia,LVA,1864,0.0042
Latvia,LVA,1865,0.0039
Latvia,LVA,1866,0.0137
Latvia,LVA,1867,0.0151
Latvia,LVA,1868,0.0111
Latvia,LVA,1869,0.0157
Latvia,LVA,1870,0.017
Latvia,LVA,1871,0.0237
Latvia,LVA,1872,0.0238
Latvia,LVA,1873,0.0196
Latvia,LVA,1874,0.0221
Latvia,LVA,1875,0.0229
Latvia,LVA,1876,0.0254
Latvia,LVA,1877,0.022
Latvia,LVA,1878,0.0294
Latvia,LVA,1879,0.0269
Latvia,LVA,1880,0.0316
Latvia,LVA,1881,0.0279
Latvia,LVA,1882,0.0284
Latvia,LVA,1883,0.0324
Latvia,LVA,1884,0.0247
Latvia,LVA,1885,0.0231
Latvia,LVA,1886,0.023
Latvia,LVA,1887,0.0199
Latvia,LVA,1888,0.0196
Latvia,LVA,1889,0.0227
Latvia,LVA,1890,0.0233
Latvia,LVA,1891,0.0222
Latvia,LVA,1892,0.0236
Latvia,LVA,1893,0.027
Latvia,LVA,1894,0.0308
Latvia,LVA,1895,0.028
Latvia,LVA,1896,0.029
Latvia,LVA,1897,0.0337
Latvia,LVA,1898,0.0368
Latvia,LVA,1899,0.0465
Latvia,LVA,1900,0.05
Latvia,LVA,1901,0.045
Latvia,LVA,1902,0.044
Latvia,LVA,1903,0.0469
Latvia,LVA,1904,0.0555
Latvia,LVA,1905,0.0601
Latvia,LVA,1906,0.0676
Latvia,LVA,1907,0.0789
Latvia,LVA,1908,0.0785
Latvia,LVA,1909,0.0813
Latvia,LVA,1910,0.0759
Latvia,LVA,1911,0.087
Latvia,LVA,1912,0.1109
Latvia,LVA,1913,0.1366
Latvia,LVA,1914,0.1133
Latvia,LVA,1915,0.0914
Latvia,LVA,1916,0.1004
Latvia,LVA,1917,0.0989
Latvia,LVA,1918,0.0385
Latvia,LVA,1919,0.0227
Latvia,LVA,1920,0.0221
Latvia,LVA,1921,0.0277
Latvia,LVA,1922,0.0337
Latvia,LVA,1923,0.0365
Latvia,LVA,1924,0.0506
Latvia,LVA,1925,0.0456
Latvia,LVA,1926,0.0811
Latvia,LVA,1927,0.1039
Latvia,LVA,1928,0.1268
Latvia,LVA,1929,0.1206
Latvia,LVA,1930,0.118
Latvia,LVA,1931,0.14
Latvia,LVA,1932,0.1924
Latvia,LVA,1933,0.2384
Latvia,LVA,1934,0.3052
Latvia,LVA,1935,0.3671
Latvia,LVA,1936,0.4372
Latvia,LVA,1937,0.4373
Latvia,LVA,1938,0.458
Latvia,LVA,1939,0.4649
Latvia,LVA,1940,0.6365
Latvia,LVA,1941,0.4986
Latvia,LVA,1942,0.1488
Latvia,LVA,1943,0.1906
Latvia,LVA,1944,0.2976
Latvia,LVA,1945,0.5642
Latvia,LVA,1946,0.6244
Latvia,LVA,1947,0.747
Latvia,LVA,1948,0.7697
Latvia,LVA,1949,0.86
Latvia,LVA,1950,0.9507
Latvia,LVA,1951,1.0287
Latvia,LVA,1952,1.0555
Latvia,LVA,1953,1.0725
Latvia,LVA,1954,1.1451
Latvia,LVA,1955,1.2547
Latvia,LVA,1956,1.2909
Latvia,LVA,1957,1.3371
Latvia,LVA,1958,1.3245
Latvia,LVA,1959,1.3052
Latvia,LVA,1960,1.2533
Latvia,LVA,1961,1.1779
Latvia,LVA,1962,1.11
Latvia,LVA,1963,1.1198
Latvia,LVA,1964,1.1299
Latvia,LVA,1965,1.1482
Latvia,LVA,1966,1.164
Latvia,LVA,1967,1.1315
Latvia,LVA,1968,1.0834
Latvia,LVA,1969,1.0697
Latvia,LVA,1970,1.1121
Latvia,LVA,1971,1.1184
Latvia,LVA,1972,1.1212
Latvia,LVA,1973,1.1021
Latvia,LVA,1974,1.0743
Latvia,LVA,1975,1.0945
Latvia,LVA,1976,1.1255
Latvia,LVA,1977,1.136
Latvia,LVA,1978,1.099
Latvia,LVA,1979,1.0975
Latvia,LVA,1980,1.1632
Latvia,LVA,1981,1.0264
Latvia,LVA,1982,1.0442
Latvia,LVA,1983,1.0391
Latvia,LVA,1984,1.0443
Latvia,LVA,1985,1.2298
Latvia,LVA,1986,1.5468
Latvia,LVA,1987,1.3926
Latvia,LVA,1988,1.43
Latvia,LVA,1989,1.1574
Latvia,LVA,1990,1.0553
Latvia,LVA,1991,0.9267
Latvia,LVA,1992,0.8257
Latvia,LVA,1993,0.7724
Latvia,LVA,1994,0.5979
Latvia,LVA,1995,0.443
Latvia,LVA,1996,0.4194
Latvia,LVA,1997,0.3836
Latvia,LVA,1998,0.2894
Latvia,LVA,1999,0.2236
Latvia,LVA,2000,0.239
Latvia,LVA,2001,0.2229
Latvia,LVA,2002,0.1867
Latvia,LVA,2003,0.1682
Latvia,LVA,2004,0.1411
Latvia,LVA,2005,0.1606
Latvia,LVA,2006,0.1714
Latvia,LVA,2007,0.2064
Latvia,LVA,2008,0.2028
Latvia,LVA,2009,0.169
Latvia,LVA,2010,0.2149
Latvia,LVA,2011,0.2113
Latvia,LVA,2012,0.1934
Latvia,LVA,2013,0.1473
Latvia,LVA,2014,0.1199
Latvia,LVA,2015,0.0952
Latvia,LVA,2016,0.0839
Latvia,LVA,2017,0.0857
Latvia,LVA,2018,0.1022
Latvia,LVA,2019,0.0872
Latvia,LVA,2020,0.0494
Lebanon,LBN,1950,0.0027
Lebanon,LBN,1951,0.0027
Lebanon,LBN,1952,0.0079
Lebanon,LBN,1953,0.0077
Lebanon,LBN,1954,0.0049
Lebanon,LBN,1955,0.0024
Lebanon,LBN,1956,0.0046
Lebanon,LBN,1957,0.0045
Lebanon,LBN,1958,0.0043
Lebanon,LBN,1959,0.0042
Lebanon,LBN,1960,0.0061
Lebanon,LBN,1961,0.002
Lebanon,LBN,1962,0.0038
Lebanon,LBN,1963,0.0111
Lebanon,LBN,1964,0.0144
Lebanon,LBN,1965,0.0123
Lebanon,LBN,1966,0.0051
Lebanon,LBN,1967,0.0017
Lebanon,LBN,1968,0.005
Lebanon,LBN,1969,0.0114
Lebanon,LBN,1970,0.0048
Lebanon,LBN,1971,0.0047
Lebanon,LBN,1972,0.0076
Lebanon,LBN,1973,0.0148
Lebanon,LBN,1974,0.0101
Lebanon,LBN,1975,0.01
Lebanon,LBN,1976,0.0056
Lebanon,LBN,1977,0.0056
Lebanon,LBN,1978,0.0056
Lebanon,LBN,1979,0.0057
Lebanon,LBN,1980,0.0057
Lebanon,LBN,1981,0.0056
Lebanon,LBN,1982,0.0028
Lebanon,LBN,1993,0.0858
Lebanon,LBN,1994,0.0829
Lebanon,LBN,1995,0.135
Lebanon,LBN,1996,0.1563
Lebanon,LBN,1997,0.1572
Lebanon,LBN,1998,0.1359
Lebanon,LBN,1999,0.1349
Lebanon,LBN,2000,0.1306
Lebanon,LBN,2001,0.1258
Lebanon,LBN,2002,0.12
Lebanon,LBN,2003,0.1144
Lebanon,LBN,2004,0.1099
Lebanon,LBN,2005,0.1068
Lebanon,LBN,2006,0.1054
Lebanon,LBN,2007,0.1053
Lebanon,LBN,2008,0.1054
Lebanon,LBN,2009,0.1043
Lebanon,LBN,2010,0.1139
Lebanon,LBN,2011,0.1204
Lebanon,LBN,2012,0.1131
Lebanon,LBN,2013,0.0849
Lebanon,LBN,2014,0.1001
Lebanon,LBN,2015,0.0959
Lebanon,LBN,2016,0.0933
Lebanon,LBN,2017,0.0919
Lebanon,LBN,2018,0.0913
Lebanon,LBN,2019,0.0733
Lebanon,LBN,2020,0.0741
Lesotho,LSO,1990,0.6705
Lesotho,LSO,1991,0.6855
Lesotho,LSO,1992,0.699
Lesotho,LSO,1993,0.7058
Lesotho,LSO,1994,0.7126
Lesotho,LSO,1995,0.7121
Lesotho,LSO,1996,0.7126
Lesotho,LSO,1997,0.7134
Lesotho,LSO,1998,0.7172
Lesotho,LSO,1999,0.7184
Lesotho,LSO,2000,0.7228
Lesotho,LSO,2001,0.7325
Lesotho,LSO,2002,0.7469
Lesotho,LSO,2003,0.7643
Lesotho,LSO,2004,0.7836
Lesotho,LSO,2005,0.8003
Lesotho,LSO,2006,0.8175
Lesotho,LSO,2007,0.8317
Lesotho,LSO,2008,0.8463
Lesotho,LSO,2009,0.8598
Lesotho,LSO,2010,0.8776
Lesotho,LSO,2011,1.2544
Lesotho,LSO,2012,1.2401
Lesotho,LSO,2013,0.858
Lesotho,LSO,2014,0.9288
Lesotho,LSO,2015,0.7919
Lesotho,LSO,2016,0.754
Lesotho,LSO,2017,0.8601
Lesotho,LSO,2018,0.8985
Lesotho,LSO,2019,0.7673
Lesotho,LSO,2020,0.7149
Libya,LBY,1950,0.013
Libya,LBY,1951,0.0128
Libya,LBY,1952,0.0129
Libya,LBY,1953,0.0216
Libya,LBY,1954,0.0573
Libya,LBY,1955,0.1589
Libya,LBY,1956,0.0716
Libya,LBY,1957,0.0612
Libya,LBY,1958,0.0709
Libya,LBY,1959,0.058
Libya,LBY,1960,0.0607
Libya,LBY,1961,0.0683
Libya,LBY,1962,0.0095
Libya,LBY,1963,0.0159
Libya,LBY,1964,0.0022
Libya,LBY,1965,0.0106
Libya,LBY,1967,0.002
Libya,LBY,1968,0.0056
Libya,LBY,1969,0.0018
Libya,LBY,1971,0.0016
Libya,LBY,1972,0.0016
Libya,LBY,1980,0.0011
Libya,LBY,1981,0.0011
Libya,LBY,1982,0.0011
Libya,LBY,1983,0.001
Libya,LBY,1984,0.001
Libya,LBY,1985,0.0009
Libya,LBY,1986,0.0009
Libya,LBY,1987,0.0009
Libya,LBY,1988,0.0009
Libya,LBY,1989,0.0025
Libya,LBY,1990,0.0033
Libya,LBY,1991,0.0032
Libya,LBY,1992,0.0032
Libya,LBY,1993,0.0023
Libya,LBY,1994,0.003
Libya,LBY,1995,0.003
Libya,LBY,1996,0.0029
Libya,LBY,1997,0.0029
Libya,LBY,2006,0.0006
Liechtenstein,LIE,1990,0.0033
Liechtenstein,LIE,1991,0.0031
Liechtenstein,LIE,1992,0.0037
Liechtenstein,LIE,1993,0.0033
Liechtenstein,LIE,1994,0.0023
Liechtenstein,LIE,1995,0.0022
Liechtenstein,LIE,1996,0.0016
Liechtenstein,LIE,1997,0.0016
Liechtenstein,LIE,1998,0.0017
Liechtenstein,LIE,1999,0.0009
Liechtenstein,LIE,2000,0.0019
Liechtenstein,LIE,2001,0.001
Liechtenstein,LIE,2002,0.0009
Liechtenstein,LIE,2003,0.001
Liechtenstein,LIE,2004,0.0008
Liechtenstein,LIE,2005,0.0007
Liechtenstein,LIE,2006,0.0005
Liechtenstein,LIE,2007,0.0004
Liechtenstein,LIE,2008,0.0003
Liechtenstein,LIE,2009,0.0001
Liechtenstein,LIE,2010,0.0001
Liechtenstein,LIE,2011,0.0001
Lithuania,LTU,1830,0.0002
Lithuania,LTU,1831,0.0002
Lithuania,LTU,1832,0.0002
Lithuania,LTU,1833,0.0002
Lithuania,LTU,1850,0.001
Lithuania,LTU,1855,0.0027
Lithuania,LTU,1858,0.0037
Lithuania,LTU,1859,0.0039
Lithuania,LTU,1860,0.0044
Lithuania,LTU,1861,0.0057
Lithuania,LTU,1862,0.005
Lithuania,LTU,1863,0.0048
Lithuania,LTU,1864,0.0051
Lithuania,LTU,1865,0.0046
Lithuania,LTU,1866,0.0169
Lithuania,LTU,1867,0.0186
Lithuania,LTU,1868,0.0133
Lithuania,LTU,1869,0.0191
Lithuania,LTU,1870,0.0208
Lithuania,LTU,1871,0.0295
Lithuania,LTU,1872,0.0296
Lithuania,LTU,1873,0.0236
Lithuania,LTU,1874,0.0263
Lithuania,LTU,1875,0.0267
Lithuania,LTU,1876,0.0291
Lithuania,LTU,1877,0.0245
Lithuania,LTU,1878,0.0331
Lithuania,LTU,1879,0.0298
Lithuania,LTU,1880,0.0352
Lithuania,LTU,1881,0.0304
Lithuania,LTU,1882,0.0308
Lithuania,LTU,1883,0.0354
Lithuania,LTU,1884,0.0262
Lithuania,LTU,1885,0.0242
Lithuania,LTU,1886,0.0242
Lithuania,LTU,1887,0.0206
Lithuania,LTU,1888,0.0203
Lithuania,LTU,1889,0.0237
Lithuania,LTU,1890,0.0242
Lithuania,LTU,1891,0.0229
Lithuania,LTU,1892,0.0244
Lithuania,LTU,1893,0.0279
Lithuania,LTU,1894,0.0321
Lithuania,LTU,1895,0.0289
Lithuania,LTU,1896,0.03
Lithuania,LTU,1897,0.0349
Lithuania,LTU,1898,0.0383
Lithuania,LTU,1899,0.0487
Lithuania,LTU,1900,0.0523
Lithuania,LTU,1901,0.0468
Lithuania,LTU,1902,0.046
Lithuania,LTU,1903,0.0493
Lithuania,LTU,1904,0.0587
Lithuania,LTU,1905,0.0646
Lithuania,LTU,1906,0.0728
Lithuania,LTU,1907,0.0855
Lithuania,LTU,1908,0.0852
Lithuania,LTU,1909,0.0881
Lithuania,LTU,1910,0.0818
Lithuania,LTU,1911,0.0942
Lithuania,LTU,1912,0.1207
Lithuania,LTU,1913,0.1492
Lithuania,LTU,1914,0.1215
Lithuania,LTU,1915,0.0961
Lithuania,LTU,1916,0.1049
Lithuania,LTU,1917,0.103
Lithuania,LTU,1918,0.0397
Lithuania,LTU,1919,0.0227
Lithuania,LTU,1920,0.022
Lithuania,LTU,1921,0.0276
Lithuania,LTU,1922,0.0335
Lithuania,LTU,1923,0.036
Lithuania,LTU,1924,0.0502
Lithuania,LTU,1925,0.0447
Lithuania,LTU,1926,0.0803
Lithuania,LTU,1927,0.1025
Lithuania,LTU,1928,0.1244
Lithuania,LTU,1929,0.1166
Lithuania,LTU,1930,0.1111
Lithuania,LTU,1931,0.1318
Lithuania,LTU,1932,0.1837
Lithuania,LTU,1933,0.2307
Lithuania,LTU,1934,0.2975
Lithuania,LTU,1935,0.3599
Lithuania,LTU,1936,0.431
Lithuania,LTU,1937,0.432
Lithuania,LTU,1938,0.454
Lithuania,LTU,1939,0.4615
Lithuania,LTU,1940,0.6323
Lithuania,LTU,1941,0.4898
Lithuania,LTU,1942,0.1412
Lithuania,LTU,1943,0.182
Lithuania,LTU,1944,0.284
Lithuania,LTU,1945,0.5603
Lithuania,LTU,1946,0.6136
Lithuania,LTU,1947,0.7286
Lithuania,LTU,1948,0.742
Lithuania,LTU,1949,0.824
Lithuania,LTU,1950,0.9051
Lithuania,LTU,1951,0.9813
Lithuania,LTU,1952,1.0054
Lithuania,LTU,1953,1.0202
Lithuania,LTU,1954,1.0894
Lithuania,LTU,1955,1.1935
Lithuania,LTU,1956,1.2246
Lithuania,LTU,1957,1.2629
Lithuania,LTU,1958,1.2424
Lithuania,LTU,1959,1.2168
Lithuania,LTU,1960,1.1583
Lithuania,LTU,1961,1.0779
Lithuania,LTU,1962,1.0056
Lithuania,LTU,1963,1.0083
Lithuania,LTU,1964,1.0108
Lithuania,LTU,1965,1.0207
Lithuania,LTU,1966,1.0295
Lithuania,LTU,1967,0.996
Lithuania,LTU,1968,0.9492
Lithuania,LTU,1969,0.9343
Lithuania,LTU,1970,0.9732
Lithuania,LTU,1971,0.9641
Lithuania,LTU,1972,0.965
Lithuania,LTU,1973,0.9438
Lithuania,LTU,1974,0.9154
Lithuania,LTU,1975,0.9276
Lithuania,LTU,1976,0.9484
Lithuania,LTU,1977,0.9521
Lithuania,LTU,1978,0.9169
Lithuania,LTU,1979,0.9163
Lithuania,LTU,1980,0.9684
Lithuania,LTU,1981,0.847
Lithuania,LTU,1982,0.8582
Lithuania,LTU,1983,0.8488
Lithuania,LTU,1984,0.848
Lithuania,LTU,1985,0.998
Lithuania,LTU,1986,1.157
Lithuania,LTU,1987,1.1201
Lithuania,LTU,1988,1.1554
Lithuania,LTU,1989,1.0685
Lithuania,LTU,1990,0.8623
Lithuania,LTU,1991,0.9615
Lithuania,LTU,1992,0.4506
Lithuania,LTU,1993,0.3991
Lithuania,LTU,1994,0.3344
Lithuania,LTU,1995,0.27
Lithuania,LTU,1996,0.2484
Lithuania,LTU,1997,0.2061
Lithuania,LTU,1998,0.1819
Lithuania,LTU,1999,0.1552
Lithuania,LTU,2000,0.1081
Lithuania,LTU,2001,0.0985
Lithuania,LTU,2002,0.1589
Lithuania,LTU,2003,0.209
Lithuania,LTU,2004,0.2033
Lithuania,LTU,2005,0.2282
Lithuania,LTU,2006,0.3119
Lithuania,LTU,2007,0.3145
Lithuania,LTU,2008,0.27
Lithuania,LTU,2009,0.2175
Lithuania,LTU,2010,0.2698
Lithuania,LTU,2011,0.3155
Lithuania,LTU,2012,0.3121
Lithuania,LTU,2013,0.3628
Lithuania,LTU,2014,0.31
Lithuania,LTU,2015,0.251
Lithuania,LTU,2016,0.2591
Lithuania,LTU,2017,0.2815
Lithuania,LTU,2018,0.3066
Lithuania,LTU,2019,0.2902
Lithuania,LTU,2020,0.2304
Luxembourg,LUX,1950,24.2612
Luxembourg,LUX,1951,29.3521
Luxembourg,LUX,1952,30.4861
Luxembourg,LUX,1953,27.6465
Luxembourg,LUX,1954,27.6989
Luxembourg,LUX,1955,30.9307
Luxembourg,LUX,1956,32.1232
Luxembourg,LUX,1957,33.3666
Luxembourg,LUX,1958,30.4804
Luxembourg,LUX,1959,31.263
Luxembourg,LUX,1960,34.1842
Luxembourg,LUX,1961,33.6923
Luxembourg,LUX,1962,31.8987
Luxembourg,LUX,1963,29.6508
Luxembourg,LUX,1964,30.9047
Luxembourg,LUX,1965,29.098
Luxembourg,LUX,1966,26.059
Luxembourg,LUX,1967,24.2817
Luxembourg,LUX,1968,25.8933
Luxembourg,LUX,1969,27.3958
Luxembourg,LUX,1970,27.9272
Luxembourg,LUX,1971,25.6949
Luxembourg,LUX,1972,25.12
Luxembourg,LUX,1973,24.6604
Luxembourg,LUX,1974,26.2705
Luxembourg,LUX,1975,19.801
Luxembourg,LUX,1976,18.5684
Luxembourg,LUX,1977,15.8518
Luxembourg,LUX,1978,17.91
Luxembourg,LUX,1979,19.5624
Luxembourg,LUX,1980,18.9818
Luxembourg,LUX,1981,15.4424
Luxembourg,LUX,1982,14.2606
Luxembourg,LUX,1983,13.0993
Luxembourg,LUX,1984,14.8845
Luxembourg,LUX,1985,14.8005
Luxembourg,LUX,1986,13.437
Luxembourg,LUX,1987,10.8462
Luxembourg,LUX,1988,11.1015
Luxembourg,LUX,1989,11.5242
Luxembourg,LUX,1990,16.5078
Luxembourg,LUX,1991,15.569
Luxembourg,LUX,1992,14.1532
Luxembourg,LUX,1993,14.4545
Luxembourg,LUX,1994,12.0366
Luxembourg,LUX,1995,6.6264
Luxembourg,LUX,1996,5.9412
Luxembourg,LUX,1997,3.67
Luxembourg,LUX,1998,0.9871
Luxembourg,LUX,1999,1.029
Luxembourg,LUX,2000,1.0796
Luxembourg,LUX,2001,1.0708
Luxembourg,LUX,2002,0.8358
Luxembourg,LUX,2003,0.7729
Luxembourg,LUX,2004,0.8531
Luxembourg,LUX,2005,0.8239
Luxembourg,LUX,2006,1.0084
Luxembourg,LUX,2007,0.8584
Luxembourg,LUX,2008,0.7327
Luxembourg,LUX,2009,0.6835
Luxembourg,LUX,2010,0.6542
Luxembourg,LUX,2011,0.6063
Luxembourg,LUX,2012,0.538
Luxembourg,LUX,2013,0.5056
Luxembourg,LUX,2014,0.5202
Luxembourg,LUX,2015,0.5085
Luxembourg,LUX,2016,0.5176
Luxembourg,LUX,2017,0.4769
Luxembourg,LUX,2018,0.4446
Luxembourg,LUX,2019,0.4457
Luxembourg,LUX,2020,0.4278
Macao,MAC,1954,0.0451
Macao,MAC,1955,0.0232
Macao,MAC,1956,0.04
Macao,MAC,1957,0.0622
Macao,MAC,1958,0.0854
Macao,MAC,1959,0.0792
Macao,MAC,1960,0.0873
Macao,MAC,1961,0.1075
Macao,MAC,1962,0.0801
Macao,MAC,1963,0.0994
Macao,MAC,1964,0.0757
Macao,MAC,1965,0.0541
Macao,MAC,1966,0.0516
Macao,MAC,1967,0.0492
Macao,MAC,1968,0.0472
Macao,MAC,1969,0.0304
Macao,MAC,1970,0.0585
Macao,MAC,1971,0.0299
Macao,MAC,1972,0.0147
Macao,MAC,1973,0.0151
Macao,MAC,1974,0.0152
Macao,MAC,1975,0.0303
Macao,MAC,1976,0.0153
Macao,MAC,1977,0.0153
Macao,MAC,1978,0.0156
Macao,MAC,1980,0.0462
Macao,MAC,1981,0.015
Macao,MAC,1982,0.0146
Macao,MAC,1983,0.014
Macao,MAC,1984,0.0135
Macao,MAC,2009,0.007
Madagascar,MDG,1945,0.002
Madagascar,MDG,1950,0.0395
Madagascar,MDG,1951,0.0167
Madagascar,MDG,1952,0.0258
Madagascar,MDG,1953,0.0058
Madagascar,MDG,1954,0.0099
Madagascar,MDG,1955,0.0057
Madagascar,MDG,1956,0.0024
Madagascar,MDG,1957,0.0023
Madagascar,MDG,1958,0.006
Madagascar,MDG,1959,0.0066
Madagascar,MDG,1960,0.0093
Madagascar,MDG,1961,0.0028
Madagascar,MDG,1962,0.0027
Madagascar,MDG,1963,0.0073
Madagascar,MDG,1964,0.0059
Madagascar,MDG,1965,0.007
Madagascar,MDG,1966,0.0068
Madagascar,MDG,1967,0.0072
Madagascar,MDG,1968,0.0088
Madagascar,MDG,1969,0.008
Madagascar,MDG,1970,0.0084
Madagascar,MDG,1971,0.0092
Madagascar,MDG,1972,0.0079
Madagascar,MDG,1973,0.0046
Madagascar,MDG,1974,0.005
Madagascar,MDG,1975,0.0068
Madagascar,MDG,1976,0.0071
Madagascar,MDG,1977,0.0055
Madagascar,MDG,1978,0.004
Madagascar,MDG,1979,0.0082
Madagascar,MDG,1980,0.0076
Madagascar,MDG,1981,0.0082
Madagascar,MDG,1982,0.008
Madagascar,MDG,1983,0.0078
Madagascar,MDG,1984,0.0019
Madagascar,MDG,1985,0.0011
Madagascar,MDG,1986,0.0046
Madagascar,MDG,1987,0.0031
Madagascar,MDG,1988,0.0047
Madagascar,MDG,1989,0.0029
Madagascar,MDG,1990,0.0028
Madagascar,MDG,1991,0.0028
Madagascar,MDG,1992,0.0027
Madagascar,MDG,1993,0.0029
Madagascar,MDG,1994,0.0025
Madagascar,MDG,1995,0.0019
Madagascar,MDG,1996,0.0018
Madagascar,MDG,1997,0.0023
Madagascar,MDG,1998,0.0022
Madagascar,MDG,1999,0.0014
Madagascar,MDG,2000,0.0016
Madagascar,MDG,2001,0.0016
Madagascar,MDG,2002,0.0015
Madagascar,MDG,2003,0.0015
Madagascar,MDG,2004,0.0014
Madagascar,MDG,2005,0.0024
Madagascar,MDG,2006,0.0021
Madagascar,MDG,2007,0.0013
Madagascar,MDG,2008,0.0016
Madagascar,MDG,2009,0.0018
Madagascar,MDG,2010,0.005
Madagascar,MDG,2011,0.0187
Madagascar,MDG,2012,0.0312
Madagascar,MDG,2013,0.0492
Madagascar,MDG,2014,0.0432
Madagascar,MDG,2015,0.0434
Madagascar,MDG,2016,0.0412
Madagascar,MDG,2017,0.057
Madagascar,MDG,2018,0.0566
Madagascar,MDG,2019,0.0466
Madagascar,MDG,2020,0.0472
Malawi,MWI,1950,0.0622
Malawi,MWI,1951,0.062
Malawi,MWI,1952,0.0674
Malawi,MWI,1953,0.0705
Malawi,MWI,1954,0.0753
Malawi,MWI,1955,0.0877
Malawi,MWI,1956,0.0891
Malawi,MWI,1957,0.089
Malawi,MWI,1958,0.0698
Malawi,MWI,1959,0.0825
Malawi,MWI,1960,0.0744
Malawi,MWI,1961,0.0577
Malawi,MWI,1962,0.0522
Malawi,MWI,1963,0.0477
Malawi,MWI,1964,0.0409
Malawi,MWI,1965,0.0434
Malawi,MWI,1966,0.0493
Malawi,MWI,1967,0.0328
Malawi,MWI,1968,0.0285
Malawi,MWI,1969,0.0186
Malawi,MWI,1970,0.0249
Malawi,MWI,1971,0.025
Malawi,MWI,1972,0.0283
Malawi,MWI,1973,0.0293
Malawi,MWI,1974,0.0266
Malawi,MWI,1975,0.0347
Malawi,MWI,1976,0.0297
Malawi,MWI,1977,0.0263
Malawi,MWI,1978,0.025
Malawi,MWI,1979,0.015
Malawi,MWI,1980,0.0276
Malawi,MWI,1981,0.0199
Malawi,MWI,1982,0.0246
Malawi,MWI,1983,0.0174
Malawi,MWI,1984,0.0158
Malawi,MWI,1985,0.012
Malawi,MWI,1986,0.0096
Malawi,MWI,1987,0.009
Malawi,MWI,1988,0.0051
Malawi,MWI,1989,0.0032
Malawi,MWI,1990,0.0192
Malawi,MWI,1991,0.0171
Malawi,MWI,1992,0.0174
Malawi,MWI,1993,0.0185
Malawi,MWI,1994,0.0185
Malawi,MWI,1995,0.0179
Malawi,MWI,1996,0.0186
Malawi,MWI,1997,0.0186
Malawi,MWI,1998,0.0176
Malawi,MWI,1999,0.0132
Malawi,MWI,2000,0.0151
Malawi,MWI,2001,0.0106
Malawi,MWI,2002,0.0153
Malawi,MWI,2003,0.014
Malawi,MWI,2004,0.0131
Malawi,MWI,2005,0.0125
Malawi,MWI,2006,0.0121
Malawi,MWI,2007,0.0118
Malawi,MWI,2008,0.011
Malawi,MWI,2009,0.0099
Malawi,MWI,2010,0.0116
Malawi,MWI,2011,0.0164
Malawi,MWI,2012,0.0141
Malawi,MWI,2013,0.0139
Malawi,MWI,2014,0.0124
Malawi,MWI,2015,0.0136
Malawi,MWI,2016,0.0125
